,Review Text,labels
8042,The environment was really awesome. But Arabian Khabsa doesn't meet with up my expectation. The chicken was OK and but rice of Khabsa was not satisfactory at all.,Negative
8043,set manu - peri peri chicken was awsome and the way they served that's really good.,Positive
8044,Food quality was good enough and place was quite well decorated. Stuffs are well mannered as well. Good luck Bunkers :),Positive
8045,"I tried peri peri chicken and kung pao chicken set menu, these 2 set menu were good but the peri peri chicken was better.",Positive
8046,"Best place at khilgaon for foodlovers,food was awesome,service very good, jossss........akta place.",Positive
8047,The food was great <3 so was the service � Loved it,Positive
8048,"I'm a regular guest of bunkers. Price is a bit high but the service is good. Specifically I like it because of it's smoking room. They got the best smoking room in khilgaon. Staffs are really well mannered. Ambience is always charming. I must say, Foods are up to the mark .Overall I really like this place ...............",Positive
8049,It was great I totally love the food every one must try it.,Positive
8050,"খাবার এর মান, পরিবেশ এবং সার্ভিস খুবই ভাল লেগেছে।",Positive
8051,One of my favourite..I just loved the decoration and the taste is also good ^^,Positive
8052,"The food is just awesome, liked the place � but the price is bit high!!",Positive
8053,Restaurant er ambiance onk josss ... and the food is really awesome .. its so tasty .. and its good .. loved the service . Keep it up �,Positive
8054,Loved the food and the atmosphere. The arabian kabsa was delicious. Has a different sitting arrangements on the floor. Try it,Positive
8055,Service is poor .....it was sooo late.. Food was okay,Negative
8056,"Lovely place, food is awesome, enjoyed our time there, will visit very soon.",Positive
8057,Environment nd the food was good Great place to #Hangout with friends ����,Positive
8058,"Heart of khilgaon,at Bunkers.i love it.wonderful food. just wow.",Positive
8059,want wifi service.... others good... love it ... tnkz...,Positive
8060,"I love bunkers .Its a nice place with a beautiful, spacious interior... their behaviour is good and the food was very appreciating.",Positive
8061,"One of the best restaurant at khilgaon.Best ambiance & service. Food was awesome.keep it up ,come again soon.",Positive
8062,Yesterday i was there for 2nd time. Food was too good but service was damn poor. U must work on it Mr. Bunkers.,Positive
8063,"Ambience, service & food quality, everything is super fine ! I think it's the best place in khilgaon.",Positive
8064,"I love bunkers.. bunkers is a most popular restaurat, it is in heart of khilgaon.an awesome place for foodies.food quality,service and ambience is excellent",Positive
8065,the place was too good.but their food was not so tasty.I hope they will improve their food quality.,Negative
8066,"ami r jiboneo Arabian kabsa khbo na, bishesh kore bunkers e.... taste - 4/10 service - 4/10 30-45 min por khabar serve korse... faltu faltu faltu...",Negative
8067,As the popularity is going high the quality is going down... Poor service thia time,Negative
8068,Food was damn tasty Waiter behaviours were damn good Interior was awsome �� Rating: 10/10,Positive
8069,"Awesome food and service also interior,keep it up.",Positive
8070,Had a great lunch with friends at BUNKER. Their service is very good. And the environment was excellent. And the food was very tasty,Positive
8071,Good food . Good Interior . Comfy . Good service . Good Location . Loved it .,Positive
8072,food is tasty Bt service was average....plzzz train the waiters properly Overall excellent,Positive
8073,"I tried Half kabsa... It was very good...environment, behave and food taste was very good and tasty. Specially chicken curry and BBQ chicken was very yummy... but vegetable curry was not good... it contains only potato and the taste was below average... Overall very good.... keep it up...",Positive
8074,Foods were more than good. But the service was like hell. The took almost 45 minutes to serve only 3 drinks and one coffee. We had to push them for the drinks. Thought they forgot that we had orders to be serve. Then we ordered 8 dishes. after about 30 more minutes we got. But foods served by them were really good. Decoration was also good.,Negative
8075,Server was extremely bad and too much slow.At first I ordered pizza after half an hour they informed that pizza not available. Price is too much expensive but food is good,Negative
8076,Loved ambience and the food. dunno y ppl are complaining about food quality. We experienced that the food was mouthwatering may be bcz of different taste bud. But you guys need to practice swift service,Positive
8077,An awesome place for foodies.Why? 1) The foods are tastiest then expectation:10/10 2) The ambience: 10/10 3)The quality of their service: 10/10 4) Commitment towards customer's: 10/10... 5) Well mannered staffs: 10/10 Really love the place. Wish you all the very best. Hope you will continue and maintain your quality in future also. :),Positive
8078,This place is great. Loved the environment and the food. Service was also upto the mark. Looking forward to visit again. Highly recommended for family dinners and hangouts.,Positive
8079,"দামের সাথে খাবার কিংবা খাবারের মান,পরিমাণ মানান সই না।। অন্যান্য সার্ভিস খুব ভালো,খাবারের মান+পরিমাণ বাড়ানো উচিত,খাবারের দাম অত্যাধিক(আমার মতে) ডেকোরেশন+সার্ভিস চমৎকার।। ��",Negative
